Id,DR,Codigo_Unidade,Nome_Unidade,Cod_Sistec,CNPJ,Polo,Unidades_Operacionais,Cat_Unid_Operacionais,Responsavel,Tel_Resp,Email_Resp,Chave_Imovel_DR,Nome_TipoUnidade,Cod_TipoUnidade,Endereco_Numero,Endereco_Logradouro,Endereco_Complemento,Endereco_CEP,Endereco_Bairro,Endereco_Cidade,Endereco_UF,Endereco_Vinculo,Data_Ocorrencia,Versao,MesAnoApuracao,Regional,Ativo
588,TO,5,SERVIÇO NACIONAL DE APRENDIZAGEM COMERCIAL - UNIDADE OPERATIVA ARAGUAÍNA,12512,03711932000211,0,1,0,FABÍOLA NUNES DOS SANTOS,6333215200,GERENCIA.ARG@TO.SENAC.BR,5,fixa,1,3,"RUA F, QD. AA, LT. 03, Nº 143",NULL,77804970,SETOR GEORGE YUNES,ARAGUAÍNA,NULL,2,2021-10-08 02:36:01.133,1,09/2021,"TO  ",1
591,TO,11,SERVIÇO NACIONAL DE APRENDIZAGEM COMERICAL - CENTRO DE IDIOMAS,46531,03711932000564,0,1,0,LUNÁH BRITO GOMES,6332252158,DIREÇÃOREGIONAL@TO.SENAC.BR,11,fixa,1,20,"QUADRA 104 NORTE, RUA NE 01",TERCEIRO ANDAR,77006016,CENTRO,PALMAS,NULL,1,2021-10-08 02:36:01.133,1,09/2021,"TO  ",1
6034,ES,34,SENAC - NÚCLEO DE EDUCAÇÃO PROFISSIONAL DE CACHOEIRO DE ITAPEMIRIM,12426,3743301000527,1,1,0,WALBER DOS SANTOS ALMEIDA,2835269350,WALBER.ALMEIDA@ES.SENAC.BR,34,fixa,1,253,AV. JONES DOS SANTOS NEVES,NULL,29300500,BAIRRO SANTO ANTÔNIO,CACHOEIRO DE ITAPEMIRIM,NULL,1,2021-10-18 05:04:09.817,11,10/2021,"ES  ",1
6035,ES,35,SENAC - CENTRO DE EDUCAÇÃO PROFISSIONAL DE COLATINA,12425,3743301000608,1,1,0,MARCIA FELICIO DOS SANTOS,2737705450,MARCIA.FELICIO@ES.SENAC.BR,35,fixa,1,400,AVENIDA DOUTOR ADAUTO BARCELLOS DE CARVALHO,NULL,29702635,ESPLANADA,COLATINA,NULL,2,2021-10-18 05:04:09.817,11,10/2021,"ES  ",1
6036,ES,36,SENAC - CENTRO DE EDUCAÇÃO PROFISSIONAL DE VILA VELHA,3120,3743301000446,1,1,0,EDNA APARECIDA FOLADOR,2733885553,EDNA.FOLADOR@ES.SENAC.BR,36,fixa,1,91,R. JAGUARIBE,NULL,29107043,BAIRRO DIVINO ESPÍRITO SANTO,VILA VELHA,NULL,2,2021-10-18 05:04:09.817,11,10/2021,"ES  ",1
6037,ES,37,SENAC - EMPRESA PEDAGÓGICA DE HOTELARIA,32302,3743301000284,0,3,2,DENISE RODRIGUES COSSETTI,2733450111,DENISE.COSSETTI@ES.SENAC.BR,37,fixa,1,417,RUA BRAULIO MACEDO,NULL,29052640,ILHA DO BOI,VITÓRIA,NULL,2,2021-10-18 05:04:09.817,11,10/2021,"ES  ",1
6039,ES,46,SENAC - NÚCLEO DE EDUCAÇÃO PROFISSIONAL DE LINHARES,12422,3743301000799,1,1,0,TATIANE SANTOS OLIVEIRA,2732645403,TATIANE.SANTOS@ES.SENAC.BR,46,fixa,1,80,R. GOV. FLORENTINO AVIDOS,"CENTER NORTE CONCEIÇÃO, 3º ANDAR",29900490,N. Sª DA CONCEIÇÃO,LINHARES,NULL,2,2021-10-18 05:04:09.817,11,10/2021,"ES  ",1
6040,ES,47,SENAC - NÚCLEO DE EDUCAÇÃO PROFISSIONAL DE VENDA NOVA DO IMIGRANTE,42603,3743301000950,1,1,0,BRUNO EMILIO PEREIRA,2835468755,BRUNO.EMILIO@ES.SENAC.BR,47,fixa,1,988,AVENIDA DOMINGOS PERIM,NULL,29375000,PROVIDÊNCIA,VENDA NOVA DO IMIGRANTE,NULL,2,2021-10-18 05:04:09.817,11,10/2021,"ES  ",1
6041,ES,49,SENAC - NÚCLEO DE EDUCAÇÃO PROFISSIONAL DE SÃO MATEUS,44318,3743301001175,0,1,0,GEOVANA PIOL BOASQUIVES SEGATO,2737677801,GEOVANA.SEGATO@ES.SENAC.BR,49,fixa,1,573,AV. JONES DOS SANTOS NEVES,NULL,29930445,SERNAMBY,SÃO MATEUS,NULL,3,2021-10-18 05:04:09.817,11,10/2021,"ES  ",1
6042,ES,50,SENAC - NÚCLEO DE EDUCAÇÃO PROFISSIONAL DE SANTA TERESA,45077,3743301001094,1,1,0,LEA MARINA ERLACHER BRITO,2721043804,LEA.BRITO@ES.SENAC.BR,50,fixa,1,682,RUA BERNARDINO MONTEIRO,NULL,29650000,DOIS PINHEIROS,SANTA TERESA,NULL,2,2021-10-18 05:04:09.817,11,10/2021,"ES  ",1
6043,ES,51,SENAC - CENTRO DE EDUCAÇÃO PROFISSIONAL DE VITÓRIA,3033,3743301000101,1,1,0,ELLEN SCOPEL COMETTI,2721043864,ELLEN.COMETTI@ES.SENAC.BR,51,fixa,1,2077,AV. MARECHAL MASCARENHAS DE MORAES,NULL,29050625,BENTO FERREIRA,VITÓRIA,NULL,2,2021-10-18 05:04:09.817,11,10/2021,"ES  ",1
6044,ES,52,SENAC - NÚCLEO DE EDUCAÇÃO PROFISSIONAL DA SERRA,48072,3743301001256,0,1,0,WYSNER WAGNER RANGEL SIMOES,2721043804,WYSNER.SIMOES@ES.SENAC.BR,52,fixa,1,2881,AVENIDA TALMA RODRIGUES RIBEIRO,NULL,29173795,PORTAL DE JACARAÍPE,SERRA,NULL,2,2021-10-18 05:04:09.817,11,10/2021,"ES  ",1
463,SC,9,FACULDADE DE TECNOLOGIA SENAC FLORIANÓPOLIS,3340,03603739000771,1,4,0,SILVANA BIANCHI PEREIRA,4833309600,FLORIANOPOLIS@SC.SENAC.BR,8,fixa,1,360,RUA SILVA JARDIM,NULL,88020200,PRAINHA,FLORIANÓPOLIS,NULL,2,2021-10-08 02:36:01.133,1,09/2021,"SC  ",1
464,SC,10,FACULDADE DE TECNOLOGIA SENAC BLUMENAU,3326,03603739002391,1,4,0,FABIO PEÇANHA RICCI,4730359999,MARKETING.BLU@SC.SENAC.BR,1,fixa,1,610,AVENIDA BRASIL,NULL,89050000,PONTE AGUDA,BLUMENAU,NULL,2,2021-10-08 02:36:01.133,1,09/2021,"SC  ",1
465,SC,11,SENAC JOINVILLE,3346,03603739002200,1,1,0,RONALDO RIBEIRO,4734316666,JOINVILLE@SC.SENAC.BR,20,fixa,1,730,RUA VISCONDE DE TAUNAY,NULL,89203062,ATIRADORES,JOINVILLE,NULL,2,2021-10-08 02:36:01.133,1,09/2021,"SC  ",1
466,SC,12,SENAC RIO DO SUL,3337,03603739001409,1,1,0,ALVACIR C C CONTE,4735212266,MARKETING.RIODOSUL@SC.SENAC.BR,27,fixa,1,60,RUA VISCONDE DE CAIRU,NULL,89160256,BAIRRO SANTANA,RIO DO SUL,NULL,2,2021-10-08 02:36:01.133,1,09/2021,"SC  ",1
467,SC,13,FACULDADE DE TECNOLOGIA SENAC CHAPECÓ,3330,03603739000348,1,4,0,SILVANA MARCON,4933615000,CHAPECO@SC.SENAC.BR,4,fixa,1,298,RUA CASTRO ALVES,NULL,89803110,SAO CRISTOVAO,CHAPECÓ,NULL,2,2021-10-08 02:36:01.133,1,09/2021,"SC  ",1
468,SC,14,SENAC LAGES,3339,03603739000690,1,1,0,ELIANE SANTANA LIZ SOUZA,4932233855,LAGES@SC.SENAC.BR,21,fixa,1,1450,AVENIDA DOM PEDRO II,NULL,88509001,SAO CRISTOVAO,LAGES,NULL,2,2021-10-08 02:36:01.133,1,09/2021,"SC  ",1
469,SC,15,SENAC BRUSQUE,3327,03603739000500,1,1,0,"ANA CRISTINA HEIL ",4733512626,BRUSQUE@SC.SENAC.BR,13,fixa,1,191,RODOVIA ANTONIO HEIL,NULL,88353100,CENTRO,BRUSQUE,NULL,1,2021-10-08 02:36:01.133,1,09/2021,"SC  ",1
470,SC,16,FACULDADE DE TECNOLOGIA SENAC CRICIUMA,3334,03603739001239,1,4,0,ALEXANDRE BEVILACQUA MENEGUETTI,4834379801,CRICIUMA@SC.SENAC.BR,7,fixa,1,560,RUA HENRIQUE LAGE,NULL,88801010,CENTRO,CRICIUMA,NULL,2,2021-10-08 02:36:01.133,1,09/2021,"SC  ",1
471,SC,17,SENAC ITAJAI,3341,03603739001581,1,1,0,FABIANO BATTISTI ARCHER,4733480410,ITAJAI@SC.SENAC.BR,18,fixa,1,257,RUA BRUSQUE,NULL,88302000,CENTRO,ITAJAI,NULL,1,2021-10-08 02:36:01.133,1,09/2021,"SC  ",1
472,SC,18,FACULDADE DE TECNOLOGIA SENAC SÃO MIGUEL DO OESTE,3332,03603739000933,1,4,0,ADILSON JOSÉ DE ALMEIDA,4936210055,SAOMIGUELDOOESTE@SC.SENAC.BR,11,fixa,1,1415,RUA SETE DE SETEMBRO,NULL,89900000,CENTRO,SÃO MIGUEL DO OESTE,NULL,2,2021-10-08 02:36:01.133,1,09/2021,"SC  ",1
473,SC,19,FACULDADE DE TECNOLOGIA SENAC TUBARÃO,3331,03603739001743,1,4,0,MARISA MARTINI,4836322428,TUBARAO@SC.SENAC.BR,35,fixa,1,0,RUA AMARILDO JOSÉ DA ROSA,NULL,88704650,REVOREDO,TUBARÃO,NULL,1,2021-10-08 02:36:01.133,1,09/2021,"SC  ",1
474,SC,20,FACULDADE DE TECNOLOGIA SENAC JARAGUÁ DO SUL,3345,03603739001158,1,4,0,MAURICIO ANISIO FERREIRA,4732758400,JARAGUADOSUL@SC.SENAC.BR,9,fixa,1,410,RUA DOS IMIGRANTES,NULL,89254430,VILA RAU,JARAGUÁ DO SUL,NULL,2,2021-10-08 02:36:01.133,1,09/2021,"SC  ",1
475,SC,21,SENAC JOAÇABA,3342,03603739001310,1,1,0,PAULO WIENHAGE,4939065600,JOAÇABA@SC.SENAC.BR,19,fixa,1,170,RUA TIRADENTES,NULL,89600000,CENTRO,JOAÇABA,NULL,1,2021-10-08 02:36:01.133,1,09/2021,"SC  ",1
476,SC,22,"FACULDADE DE TECNOLOGIA SENAC CONCÓRDIA ",3336,03603739001077,1,4,0,RUBENS MASCELANI FILHO,4934422993,CONCORDIA@SC.SENAC.BR,6,fixa,1,330,RUA JOAO ZANARDI,NULL,89700000,SALETE,CONCÓRDIA,NULL,1,2021-10-08 02:36:01.133,1,09/2021,"SC  ",1
477,SC,23,FACULDADE DE TECNOLOGIA SENAC CAÇADOR,3338,03603739000429,1,4,0,MARCIO PIRES DE CAMARGO,4935630000,CAÇADOR@SC.SENAC.BR,2,fixa,1,169,RUA SETE DE SETEMBRO,NULL,89500000,CENTRO,CAÇADOR,NULL,2,2021-10-08 02:36:01.133,1,09/2021,"SC  ",1
478,SC,24,SENAC SÃO BENTO DO SUL,3335,03603739000852,1,1,0,ALEX LUIZ MARIANO,4736340602,SAOBENTODOSUL@SC.SENAC.BR,29,fixa,1,277,RUA AUGUSTO KLIMMEK,NULL,89290000,CENTRO,SÃO BENTO DO SUL,NULL,1,2021-10-08 02:36:01.133,1,09/2021,"SC  ",1
479,SC,25,SENAC XANXERE,3343,03603739000267,1,1,0,CLEDIR ORLANDI NAIME,4934333300,XANXERE@SC.SENAC.BR,33,fixa,1,110,RUA IRINEU BORNHAUSEN,NULL,89820000,CENTRO,XANXERE,NULL,1,2021-10-08 02:36:01.133,1,09/2021,"SC  ",1
480,SC,26,SENAC CANOINHAS,32219,03603739001662,1,1,0,MARCIO ZANCANARO,4736224853,CANOINHAS@SC.SENAC.BR,15,fixa,1,16,RUA LOURENÇO ROLANDO MALLUCELLI,NULL,89460000,CENTRO,CANOINHAS,NULL,1,2021-10-08 02:36:01.133,1,09/2021,"SC  ",1
482,SC,32,SENAC SAUDE BELEZA,13432,03603739002120,1,1,0,SILVANA BIANCHI PEREIRA,4833309600,FALECOSMETICA@SC.SENAC.BR,30,fixa,1,189,RUA SALDANHA MARINHO,NULL,88010450,CENTRO,FLORIANÓPOLIS,NULL,1,2021-10-08 02:36:01.133,1,09/2021,"SC  ",1
486,SC,36,FACULDADE DE TECNOLOGIA SENAC PALHOÇA,30667,03603739002634,1,4,0,ANTONIO NAVALHO FILHO,4833419100,PALHOÇA@SC.SENAC.BR,10,fixa,1,303,RUA JOAO PEREIRA DOS SANTOS,NULL,88130475,PONTE DO IMARUIM,PALHOÇA,NULL,1,2021-10-08 02:36:01.133,1,09/2021,"SC  ",1
487,SC,37,SENAC TIMBO,3326,03603739002715,1,1,0,FABIO PEÇANHA RICCI,4733951552,MARKETING.BLU@SC.SENAC.BR,31,fixa,1,830,RUA DUQUE DE CAXIAS,NULL,89120000,CENTRO,TIMBO,NULL,1,2021-10-08 02:36:01.133,1,09/2021,"SC  ",1
488,SC,38,SENAC VIDEIRA,42851,03603739002804,1,1,0,DAIANE CRISTINA DE BORBA,4937145550,VIDEIRA@SC.SENAC.BR,32,fixa,1,39,RUA SAUL BRANDALISE,NULL,89560000,CENTRO,VIDEIRA,NULL,1,2021-10-08 02:36:01.133,1,09/2021,"SC  ",1
489,SC,39,SENAC MAFRA,43784,03603739002987,1,1,0,ALEX LUIZ MARIANO,4732080130,SAOBENTODOSUL@SC.SENAC.BR,23,fixa,1,809,RUA FELIPE SCHMIDT,NULL,89300000,CENTRO,MAFRA,NULL,1,2021-10-08 02:36:01.133,1,09/2021,"SC  ",1
490,SC,40,SENAC ARARANGUÁ,45227,03603739003100,1,1,0,ALEXANDRE BEVILACQUA MENEGUETTI,4835221192,ARARANGUA@SC.SENAC.BR,36,fixa,1,1350,AV SETE DE SETEMBRO,NULL,88900015,CENTRO,ARARANGUÁ,NULL,1,2021-10-08 02:36:01.133,1,09/2021,"SC  ",1
491,SC,41,SENAC CAMPOS NOVOS,45848,03603739003282,1,1,0,PAULO WIENHAGE,4935442977,CAMPOSNOVOS@SC.SENAC.BR,37,fixa,1,289,RUA BENJAMIN COLLA,NULL,89620000,SENHOR BOM JESUS,CAMPOS NOVOS,NULL,1,2021-10-08 02:36:01.133,1,09/2021,"SC  ",1
6744,MT,25,SENAC CEP RONDONÓPOLIS,3305,3658868000333,1,1,0,CEZAR ROMANO,6699649728,CEZAR.ROMANO@MT.SENAC.BR,25,fixa,1,565,RUA PONTA PORA,NULL,78740164,VILA AURORA III,RONDONÓPOLIS,NULL,2,2021-10-19 05:04:10.140,12,10/2021,"MT  ",1
6745,MT,26,SENAC CEP BARRA DO GARÇAS,3304,3658868000929,1,1,0,INGRID MOTA GUERRA JACARANDÁ,66984261726,INGRID@MT.SENAC.BR,26,fixa,1,1146,RUA GUARDIATO MENDES DE SOUZA,NULL,78600000,SANTA ROSA - DERMAT,BARRA DO GARÇAS,NULL,2,2021-10-19 05:04:10.140,12,10/2021,"MT  ",1
6746,MT,27,SENAC NEP COLÍDER,3211,3658868000252,1,1,0,IRISNEIA DE MOURA,66999615044,IRISNEIA.MOURA@MT.SENAC.BR,27,fixa,1,138,TRAVESSA DO PARECIS,NULL,78500000,CENTRO,COLÍDER,NULL,2,2021-10-19 05:04:10.140,12,10/2021,"MT  ",1
6747,MT,30,SENAC CEP PRIMAVERA DO LESTE,3306,3658868000767,1,1,0,PAULA GRACIELY ALVES CAMPOS,6634984466,PGALVES@MT.SENAC.BR,30,fixa,1,1160,AV TANCREDO NEVES,NULL,78850000,PARQUE CASTELÂNDIA I,PRIMAVERA DO LESTE,NULL,2,2021-10-19 05:04:10.140,12,10/2021,"MT  ",1
6748,MT,33,SENAC CEP TANGARÁ DA SERRA,3213,3658868000848,1,1,0,ALAN KLEBER SILVA DE ARAUJO,6599934978,ALAN@MT.SENAC.BR,33,fixa,1,143,RUA OSVALDO PEREIRA DE ARAÚJO,NULL,78300000,PARQUE NAÇÕES UNIDAS,TANGARÁ DA SERRA,NULL,2,2021-10-19 05:04:10.140,12,10/2021,"MT  ",1
6749,MT,34,SENAC CEP SORRISO,20621,3658868001496,1,1,0,ANIBAL BROGIO FILHO,65996352360,BROGIOFILHO@GMAIL.COM,34,fixa,1,1465,TRAVESSA GEMEOS,NULL,78890000,JARDIM AURORA,SORRISO,NULL,2,2021-10-19 05:04:10.140,12,10/2021,"MT  ",1
7920,MS,1,SENAC - CENTRO DE EDUCAÇÃO PROFISSIONAL SENAC HORTO,275,3644843000380,1,1,0,ANA OLIRIA FERREIRA ALVES,67992784743,ANAOLIRIA@MS.SENAC.BR,1,fixa,1,75,RUA FRANCISCO CÂNDIDO XAVIER,NULL,79002052,CENTRO,CAMPO GRANDE,NULL,2,2021-10-21 05:04:14.920,14,10/2021,"MS  ",1
7924,MS,44,SENAC - CENTRO DE EDUCAÇÃO PROFISSIONAL SENAC CORUMBÁ,343,3644843000623,1,1,0,PATRICIA GREICY PEREIRA DA SILVA,67984825399,PATRICIASILVA@MS.SENAC.BR,44,fixa,1,438,RUA AMÉRICA,NULL,79302070,CENTRO,CORUMBA,NULL,1,2021-10-21 05:04:14.920,14,10/2021,"MS  ",1
7925,MS,45,SENAC - CENTRO DE FORMAÇÃO PROFISSIONAL EM DOURADOS,335,3644843000461,1,1,0,LUCELIA DE ALMEIDA CASTRO,67981154832,LUCELIA@MS.SENAC.BR,45,fixa,1,240,RUA DR. MÁRIO MACHADO LEMOS,NULL,79814150,JARDIM LONDRINA,DOURADOS,NULL,2,2021-10-21 05:04:14.920,14,10/2021,"MS  ",1
7926,MS,46,SENAC - CENTRO DE FORMAÇÃO PROFISSIONAL EM TRÊS LAGOAS,341,3644843000542,1,1,0,IVAN MURGI DE FARIAS,67993367738,IVANFARIAS@MS.SENAC.BR,46,fixa,1,216,AVENIDA ANTÔNIO TRAJANO DOS SANTOS,NULL,79601002,CENTRO,TRES LAGOAS,NULL,2,2021-10-21 05:04:14.920,14,10/2021,"MS  ",1
7927,MS,48,SENAC - CEP SENAC TURISMO E GASTRONOMIA,31337,3644843001271,1,3,6,ROBERTA FRANCIS PINTO AVALOS,67996326858,ROBERTA.AVALOS@MS.SENAC.BR,48,fixa,1,3368,RUA ANTÔNIO MARIA COELHO,NULL,79020210,JARDIM DOS ESTADOS,CAMPO GRANDE,NULL,2,2021-10-21 05:04:14.920,14,10/2021,"MS  ",1
7928,MS,49,SENAC - CENTRO DE EDUC. PROFISSIONAL-SENAC EDUARDO ELIAS ZAHRAN,30693,3644843000895,0,1,0,ANA OLIRIA FERREIRA ALVES,67992784743,ANAOLIRIA@MS.SENAC.BR,49,fixa,1,529,AVENIDA EDUARDO ELIAS ZAHRAN,NULL,79004000,VILA SANTA DOROTHÉIA,CAMPO GRANDE,NULL,1,2021-10-21 05:04:14.920,14,10/2021,"MS  ",1
6574,BA,16,CENTRO DE EDUCAÇÃO HOTELEIRA PELOURINHO,12248,03682189000561,0,3,6,MISAEL BEIRAO SOUZA,7133033230,MISAEL.BEIRAO@BA.SENAC.BR,16,fixa,1,13,LARGO DO PELOURINHO,NULL,40026280,PELOURINHO,SALVADOR,NULL,2,2021-10-19 05:04:10.140,12,10/2021,"BA  ",1
6575,BA,26,CENTRO DE EDUCAÇÃO PROFISSIONAL CASA DO COMÉRCIO,30688,03682189001371,0,1,0,MAIBI SANTANA TEIXEIRA MARQUES,7134036242,MAIBI.TEIXEIRA@BA.SENAC.BR,26,fixa,1,1109,AVENIDA TANCREDO NEVES,7º ANDAR,41820021,CAMINHO DAS ÁRVORES,SALVADOR,NULL,2,2021-10-19 05:04:10.140,12,10/2021,"BA  ",1
6576,BA,28,CENTRO DE EDUCAÇÃO PROFISSIONAL AQUIDABÃ,2415,03682189000480,1,1,0,FARANI CRISTINA MAGALHÃES GAMA,7133829419,FARANI.GAMA@BA.SENAC.BR,28,fixa,1,403,LARGO DO AQUIDABAN,RUA DR J. J. SEABRA,40025380,BAIXA DOS SAPATEIROS,SALVADOR,NULL,2,2021-10-19 05:04:10.140,12,10/2021,"BA  ",1
6577,BA,29,CENTRO DE EDUCAÇÃO PROFISSIONAL FEIRA DE SANTANA,12249,03682189001614,1,1,0,MARIA ANGELICA DA SILVA DIAS,7599776995,ANGELICA.DIAS@BA.SENAC.BR,29,fixa,1,48,RUA DOMINGOS BARBOSA DE ARAÚJO,KALILANDIA,44001216,CENTRO,FEIRA DE SANTANA,NULL,1,2021-10-19 05:04:10.140,12,10/2021,"BA  ",1
6578,BA,30,CENTRO DE EDUCAÇÃO PROFISSIONAL CHILE,30688,03682189001371,0,1,0,MAIBI SANTANA TEIXEIRA MARQUES,7134036242,MAIBI.TEIXEIRA@BA.SENAC.BR,30,fixa,1,19,RUA CHILE,NULL,40020000,CENTRO,SALVADOR,NULL,1,2021-10-19 05:04:10.140,12,10/2021,"BA  ",1
6579,BA,31,CENTRO DE EDUCAÇÃO PROFISSIONAL CAMAÇARI,12247,03682189000723,1,1,0,DELMA RAQUEL DE ANDRADE SANTANA,71999131931,DELMINHA14@GMAIL.COM,31,fixa,1,0,RUA DO MIGRANTE,CASA DO TRABALHO,42800210,CENTRO,CAMAÇARI,NULL,3,2021-10-19 05:04:10.140,12,10/2021,"BA  ",1
6580,BA,32,CENTRO DE EDUCAÇÃO PROFISSIONAL COMÉRCIO,45006,03682189000642,1,1,0,MARIANA CIRILO LANZA LEMOS,7131864000,MARIANA.LEMOS@BA.SENAC.BR,32,fixa,1,39,RUA MIGUEL CALMON,EDF. NELSON DE FARIA - 2º ANDAR,40015010,COMÉRCIO,SALVADOR,NULL,1,2021-10-19 05:04:10.140,12,10/2021,"BA  ",1
6581,BA,33,CENTRO DE EDUCAÇÃO PROFISSIONAL SÉ,12251,03682189000804,0,1,0,CARLA ALESSANDRA SPINOLA DA SILVA SANTOS,7133566954,CARLA.SPINOLA@BA.SENAC.BR,33,fixa,1,7,RUA DA MISERICÓRDIA,"ANEXO LJ 5 SL 101,201,301",40020200,CENTRO,SALVADOR,NULL,1,2021-10-19 05:04:10.140,12,10/2021,"BA  ",1
6582,BA,34,CENTRO DE EDUCAÇÃO PROFISSIONAL DE SANTO ANTONIO DE JESUS,43006,03682189001533,1,1,0,FERNANDA CERQUEIRA SOUZA,75999776971,FERNANDA.SOUZA@BA.SENAC.BR,34,fixa,1,96,RUA ROBERTO SANTOS,ITAGUARI SHOPPING CENTER 2º PISO LOJA 245,44572060,CENTRO,SANTO ANTÔNIO DE JESUS,NULL,1,2021-10-19 05:04:10.140,12,10/2021,"BA  ",1
6583,BA,35,CENTRO DE EDUCAÇÃO PROFISSIONAL VITÓRIA DA CONQUISTA,12250,03682189000308,1,1,0,GYGYANE CARLA FERRAZ DE OLIVEIRA,7734292301,GYGYANE.FERRAZ@BA.SENAC.BR,35,fixa,1,720,RUA SIFREDO PEDRAL SAMPAIO,NULL,45005302,ALTO MARON,VITÓRIA DA CONQUISTA,NULL,1,2021-10-19 05:04:10.140,12,10/2021,"BA  ",1
6584,BA,36,CENTRO DE EDUCAÇÃO PROFISSIONAL PORTO SEGURO,20220,03682189000995,1,1,0,NANCI PINHEIRO COSTA,7331627301,NANCI.COSTA@BA.SENAC.BR,36,fixa,1,0,RUA DOS CACAUEIROS,ANEXO LOT. TAPERAPUAN,45810000,CENTRO,PORTO SEGURO,NULL,2,2021-10-19 05:04:10.140,12,10/2021,"BA  ",1
6585,BA,37,CENTRO DE EDUCAÇÃO PROFISSIONAL DE ALAGOINHAS,44836,03682189001703,1,1,0,NAIARA SELMA RIOS LIMA DEIRO,7599776926,NAIARA.DEIRO@BA.SENAC.BR,37,fixa,1,48,TRAVESSA MANOEL VITORINO,NULL,48080140,TERESÓPOLIS,ALAGOINHAS,NULL,1,2021-10-19 05:04:10.140,12,10/2021,"BA  ",1
6586,BA,38,CENTRO DE EDUCAÇÃO PROFISSIONAL LAURO DE FREITAS,46243,03682189002009,0,1,0,ANDREA MIRANDA BONFIM SANTOS,71987357735,ANDREA.BONFIM@BA.SENAC.BR,38,fixa,1,298,RUA BISPO RENATO CONCEIÇÃO DA CUNHA,NULL,42703080,CENTRO,LAURO DE FREITAS,NULL,1,2021-10-19 05:04:10.140,12,10/2021,"BA  ",1
6587,BA,39,CENTRO DE EDUCAÇÃO HOTELEIRA CASA DO COMÉRCIO,2430,03682189000138,0,3,6,CRYSTIANE CARVALHO DE MATOS FERNANDEZ,71999130406,CRYSTIANE.MATOS@BA.SENAC.BR,39,fixa,1,1109,AVENIDA TANCREDO NEVES,NULL,41820021,CAMINHO DAS ÁRVORES,SALVADOR,NULL,2,2021-10-19 05:04:10.140,12,10/2021,"BA  ",1
32621,SP,40,SENAC LAPA FAUSTOLO,10774,03709814005319,1,1,0,DANIELLE MONTEIRO MARTINS,1121859800,LAPAFAUSTOLO@SP.SENAC.BR,40,fixa,1,1347,RUA FAUSTOLO,NULL,50410010,LAPA,SÃO PAULO,NULL,2,2021-12-09 05:06:35.590,60,12/2021,"SP  ",1
32622,SP,41,SENAC VOTUPORANGA,10800,03709814002727,1,1,0,ELIANE BALTAZAR GODOI,1734266700,VOTUPORANGA@SP.SENAC.BR,41,fixa,1,3221,RUA GUAPORÉ,NULL,15500086,NOVA BOA VI,VOTUPORANGA,NULL,2,2021-12-09 05:06:35.590,60,12/2021,"SP  ",1
7929,MS,50,SENAC - CENTRO DE EDUCAÇÃO PROFISSIONAL SENAC PONTA PORÃ,34972,3644843000976,1,1,0,LUCELIA DE ALMEIDA CASTRO,67981154832,LUCELIA@MS.SENAC.BR,50,fixa,1,828,RUA 7 DE SETEMBRO,NULL,79904652,CENTRO,PONTA PORA,NULL,1,2021-10-21 05:04:14.920,14,10/2021,"MS  ",1
3670,GO,6,CEP ELIAS BUFAICAL,530,3608475000153,1,1,0,FABRÍCIO BORGES PESSOA,62992217145,FABRICIO.BORGES@GO.SENAC.BR,64,fixa,1,43,RUA 31-A,NULL,74075470,AEROPORTO,GOIÂNIA,NULL,2,2021-10-14 05:04:30.310,7,10/2021,"GO  ",1
3671,GO,7,CEP CORA CORALINA,531,3608475000234,1,1,0,MANOEL XAVIER FERREIRA FILHO,62999221550,MANOELXAVIER@UOL.COM.BR,63,fixa,1,1002,AVENIDA INDEPENDÊNCIA,QD.942 L.25,74645010,SETOR LESTE VILA NOVA,GOIÂNIA,NULL,2,2021-10-14 05:04:30.310,7,10/2021,"GO  ",1
3672,GO,8,CEP ANÁPOLIS,1539,3608475000587,1,1,0,PAULA EMANUELA OLIVEIRA DA SILVA,6237027344,PEMANUELASILVA@GMAIL.COM.BR,937,fixa,1,678,AVENIDA SENADOR JOSÉ LOURENÇO DIAS,CENTRO,75020010,SETOR CENTRAL,ANÁPOLIS,NULL,2,2021-10-14 05:04:30.310,7,10/2021,"GO  ",1
3673,GO,9,CEP IPORÁ,691,3608475000404,1,1,0,HILDO JOSÉ DA SILVA FERRAZ,4699143571,SECOECO@HOTMAIL.COM,6916,fixa,1,480,AV. 24 DE OUTUBRO,NULL,76200000,SETOR CENTRAL,IPORÁ,NULL,2,2021-10-14 05:04:30.310,7,10/2021,"GO  ",1
3674,GO,10,CEP ITUMBIARA,589,3608475001397,1,1,0,GIULLIANA MACHADO MIRANDA,64999925454,GIULLIANA.MIRANDA@GO.SENAC.BR,935,fixa,1,90,RUA WALDOMIRO PEREIRA,NULL,75528395,ERNESTINA BORGES DE ANDRADE,ITUMBIARA,NULL,2,2021-10-14 05:04:30.310,7,10/2021,"GO  ",1
3675,GO,11,CEP CATALÃO,578,3608475001478,1,1,0,NIRLEIDE PEREIRA DOS SANTOS,64996476662,NIRLEIDESANTOS@HOTMAIL.COM,6908,fixa,1,157,RUA WAGNER ESTELITA CAMPOS,NULL,75701290,SETOR CENTRAL,CATALÃO,NULL,2,2021-10-14 05:04:30.310,7,10/2021,"GO  ",1
